city,state,confirmed,deaths,estimated_population_2019
Lençóis,BA,1093,18,11409.0
Licínio de Almeida,BA,456,10,12388.0
Livramento de Nossa Senhora,BA,3336,69,45732.0
Luís Eduardo Magalhães,BA,13430,152,87519.0
Macajuba,BA,842,9,11348.0
Macarani,BA,925,24,18755.0
Macaúbas,BA,2416,24,49826.0
Macururé,BA,336,9,7824.0
Madre de Deus,BA,2899,47,21093.0
Maetinga,BA,294,7,3161.0
Maiquinique,BA,940,13,10112.0
Mairi,BA,1350,16,18676.0
Malhada,BA,617,22,16845.0
Malhada de Pedras,BA,449,9,8393.0
Manoel Vitorino,BA,1333,33,13240.0
Mansidão,BA,219,8,13643.0
Maracás,BA,3739,72,20834.0
Maragogipe,BA,2399,49,44677.0
Maraú,BA,1795,19,20570.0
Marcionílio Souza,BA,579,19,10406.0
Mascote,BA,853,23,13822.0
Mata de São João,BA,4498,70,46583.0
Matina,BA,461,9,12201.0
Medeiros Neto,BA,2899,59,22688.0
Miguel Calmon,BA,2697,33,26023.0
Milagres,BA,657,7,10950.0
Mirangaba,BA,556,9,18338.0
Mirante,BA,535,8,8641.0
Monte Santo,BA,1537,64,49418.0
Morpará,BA,341,14,8519.0
Morro do Chapéu,BA,2655,29,35413.0
Mortugaba,BA,966,13,12042.0
Mucugê,BA,573,11,9062.0
Mucuri,BA,4095,69,41748.0
Mulungu do Morro,BA,637,12,10889.0
Mundo Novo,BA,904,8,26776.0
Muniz Ferreira,BA,932,3,7422.0
Muquém do São Francisco,BA,668,8,11348.0
Muritiba,BA,2432,29,29399.0
Mutuípe,BA,2315,27,22221.0
Nazaré,BA,2752,53,28525.0
Nilo Peçanha,BA,686,16,13997.0
Nordestina,BA,682,30,13130.0
Nova Canaã,BA,736,22,16462.0
Nova Fátima,BA,734,5,7812.0
Nova Ibiá,BA,607,22,6591.0
Nova Itarana,BA,751,9,8226.0
Nova Redenção,BA,213,4,9118.0
Nova Soure,BA,857,27,26947.0
Nova Viçosa,BA,3083,51,43376.0
Novo Horizonte,BA,502,10,12385.0
Novo Triunfo,BA,655,8,15440.0
Olindina,BA,1467,24,28229.0
Oliveira dos Brejinhos,BA,1152,17,21825.0
Ouriçangas,BA,552,10,8564.0
Ourolândia,BA,1715,15,17451.0
Palmas de Monte Alto,BA,1026,18,21750.0
Palmeiras,BA,362,10,9019.0
Paramirim,BA,685,20,21607.0
Paratinga,BA,1649,32,32000.0
Paripiranga,BA,1460,31,28989.0
Pau Brasil,BA,1009,25,9831.0
Paulo Afonso,BA,8950,238,117782.0
Pedro Alexandre,BA,551,9,16667.0
Pedrão,BA,352,3,7347.0
Piatã,BA,1396,30,17123.0
Pilão Arcado,BA,803,23,35048.0
Pindaí,BA,904,11,16260.0
Pindobaçu,BA,1644,31,20150.0
Pintadas,BA,962,8,10437.0
Piraí do Norte,BA,934,12,10023.0
Piripá,BA,997,9,10707.0
Piritiba,BA,763,15,24755.0
Planaltino,BA,630,9,9322.0
Planalto,BA,1940,33,26265.0
Pojuca,BA,4194,52,39519.0
Ponto Novo,BA,690,12,14914.0
Porto Seguro,BA,13068,246,148686.0
Potiraguá,BA,544,12,7224.0
Poções,BA,4057,83,46871.0
Prado,BA,2345,58,28174.0
Presidente Dutra,BA,1520,26,15142.0
Presidente Jânio Quadros,BA,723,13,12338.0
Presidente Tancredo Neves,BA,1858,41,27719.0
Pé de Serra,BA,1697,9,13578.0
Queimadas,BA,1641,44,25439.0
Quijingue,BA,501,21,27580.0
Quixabeira,BA,835,8,8972.0
Rafael Jambeiro,BA,1302,25,22621.0
Remanso,BA,2710,77,41008.0
Retirolândia,BA,1659,13,14396.0
Riacho de Santana,BA,1847,41,35421.0
Riachão das Neves,BA,1497,45,22339.0
Riachão do Jacuípe,BA,4790,49,33436.0
Ribeira do Amparo,BA,1064,9,14592.0
Ribeira do Pombal,BA,5465,72,53807.0
Ribeirão do Largo,BA,467,10,5812.0
Rio Real,BA,3120,47,40732.0
Rio de Contas,BA,742,7,12989.0
Rio do Antônio,BA,1042,17,15371.0
Rio do Pires,BA,323,11,11655.0
Rodelas,BA,345,7,9331.0
Ruy Barbosa,BA,2706,33,30814.0
Salinas da Margarida,BA,1510,21,15667.0
Salvador,BA,238447,8082,2872347.0
Santa Brígida,BA,975,21,14213.0
Santa Bárbara,BA,1558,23,20791.0
Santa Cruz Cabrália,BA,3144,35,27778.0
Santa Cruz da Vitória,BA,670,9,6315.0
Santa Inês,BA,690,12,10631.0
Santa Luzia,BA,1183,32,12597.0
Santa Maria da Vitória,BA,3366,63,39845.0
Santa Rita de Cássia,BA,2727,39,28338.0
Santa Teresinha,BA,663,11,10405.0
Santaluz,BA,3425,52,37348.0
Santana,BA,647,44,26614.0
Santanópolis,BA,713,12,8943.0
Santo Amaro,BA,3256,89,60069.0
Santo Antônio de Jesus,BA,13345,169,101512.0
Santo Estêvão,BA,4620,65,52850.0
Sapeaçu,BA,1925,24,17398.0
Saubara,BA,643,19,12043.0
Saúde,BA,656,4,12913.0
Seabra,BA,6241,91,44091.0
Sebastião Laranjeiras,BA,497,9,11434.0
Senhor do Bonfim,BA,5254,87,79015.0
Sento Sé,BA,1220,47,40684.0
Serra Dourada,BA,562,17,17386.0
Serra Preta,BA,884,20,14878.0
Serra do Ramalho,BA,879,32,31472.0
Serrinha,BA,7798,102,80861.0
Serrolândia,BA,1138,13,13397.0
Simões Filho,BA,9501,238,134377.0
Sobradinho,BA,2201,61,23191.0
Souto Soares,BA,988,22,16979.0
Sátiro Dias,BA,842,15,17273.0
São Desidério,BA,3436,50,33742.0
São Domingos,BA,1067,12,9058.0
São Felipe,BA,3428,31,21074.0
São Francisco do Conde,BA,3801,69,39802.0
São Félix,BA,1012,8,14740.0
São Félix do Coribe,BA,1131,28,15391.0
São Gabriel,BA,1809,15,18793.0
São Gonçalo dos Campos,BA,2519,35,37550.0
São José da Vitória,BA,753,8,5657.0
São José do Jacuípe,BA,519,2,10462.0
São Miguel das Matas,BA,894,8,11675.0
São Sebastião do Passé,BA,3607,94,44300.0
Sítio do Mato,BA,231,10,13012.0
Sítio do Quinto,BA,593,11,9986.0
Tabocas do Brejo Velho,BA,293,11,12518.0
Tanhaçu,BA,1484,26,20403.0
Tanque Novo,BA,1093,14,17366.0
Tanquinho,BA,834,17,7918.0
Taperoá,BA,1241,34,21074.0
Tapiramutá,BA,659,6,17010.0
Teixeira de Freitas,BA,19898,318,160487.0
Teodoro Sampaio,BA,323,8,7425.0
Teofilândia,BA,1050,21,22518.0
Teolândia,BA,1022,10,14943.0
Terra Nova,BA,914,25,13033.0
Tremedal,BA,790,17,16394.0
Tucano,BA,3641,64,50687.0
Uauá,BA,3054,57,24240.0
Ubaitaba,BA,1297,43,19056.0
Ubatã,BA,2065,50,27035.0
Ubaíra,BA,1290,30,19895.0
Uibaí,BA,1009,25,13887.0
Umburanas,BA,777,10,19222.0
Una,BA,1690,46,19002.0
Urandi,BA,858,9,16658.0
Uruçuca,BA,2090,74,20519.0
Utinga,BA,1693,17,19178.0
Valente,BA,2858,28,28473.0
Valença,BA,8035,144,96562.0
Varzedo,BA,657,6,8838.0
Vera Cruz,BA,1795,79,43223.0
Vereda,BA,665,19,6205.0
Vitória da Conquista,BA,36333,633,338480.0
Várzea Nova,BA,927,11,12697.0
Várzea da Roça,BA,1160,10,14104.0
Várzea do Poço,BA,543,5,9170.0
Wagner,BA,972,9,9345.0
Wanderley,BA,1075,30,12238.0
Wenceslau Guimarães,BA,1977,31,21101.0
Xique-Xique,BA,3095,84,46483.0
Água Fria,BA,206,13,16970.0
Érico Cardoso,BA,332,5,10610.0
Alcinópolis,MS,419,9,5343.0
Amambai,MS,3272,83,39396.0
Anastácio,MS,2597,79,25135.0
Anaurilândia,MS,561,15,9035.0
Angélica,MS,1397,20,10780.0
Antônio João,MS,540,16,8956.0
Aparecida do Taboado,MS,3638,60,25745.0
Aquidauana,MS,5630,159,47871.0
Aral Moreira,MS,559,15,12149.0
Bandeirantes,MS,637,11,6788.0
Bataguassu,MS,3503,48,23024.0
Batayporã,MS,1091,26,11329.0
Bela Vista,MS,1075,31,24629.0
Bodoquena,MS,584,18,7875.0
Bonito,MS,3189,72,21976.0
Brasilândia,MS,1271,25,11872.0
Caarapó,MS,4071,56,30174.0
Camapuã,MS,930,32,13711.0
Campo Grande,MS,132845,3902,895982.0
Caracol,MS,362,11,6116.0
Cassilândia,MS,2992,95,21939.0
Chapadão do Sul,MS,5186,75,25218.0
Corguinho,MS,266,11,5947.0
Coronel Sapucaia,MS,1078,33,15253.0
Corumbá,MS,15408,460,111435.0
Costa Rica,MS,3822,76,20823.0
Coxim,MS,4312,104,33543.0
Deodápolis,MS,1957,38,12924.0
Dois Irmãos do Buriti,MS,1103,28,11385.0
Douradina,MS,628,13,5924.0
Dourados,MS,38338,658,222949.0
Eldorado,MS,1332,46,12353.0
Figueirão,MS,187,6,3051.0
Fátima do Sul,MS,2807,70,19189.0
Glória de Dourados,MS,1231,26,9965.0
Guia Lopes da Laguna,MS,1057,34,9895.0
Iguatemi,MS,956,14,16078.0
Inocência,MS,1093,11,7610.0
Itaporã,MS,1986,49,24839.0
Itaquiraí,MS,2227,48,21142.0
Ivinhema,MS,4858,70,23187.0
Japorã,MS,216,8,9110.0
Jaraguari,MS,304,10,7187.0
Jardim,MS,2248,68,26097.0
Jateí,MS,489,5,4027.0
Juti,MS,649,11,6712.0
Ladário,MS,2758,63,23331.0
Laguna Carapã,MS,609,10,7341.0
Maracaju,MS,6363,105,47083.0
Miranda,MS,3013,94,28013.0
Mundo Novo,MS,2348,36,18366.0
Naviraí,MS,9427,248,54878.0
Nioaque,MS,1060,20,13930.0
Nova Alvorada do Sul,MS,2487,38,21882.0
Nova Andradina,MS,3948,96,54374.0
Novo Horizonte do Sul,MS,501,10,3814.0
Paranaíba,MS,5001,148,42148.0
Paranhos,MS,553,13,14228.0
Paraíso das Águas,MS,550,17,5555.0
Pedro Gomes,MS,649,16,7674.0
Ponta Porã,MS,9787,323,92526.0
Porto Murtinho,MS,1460,38,17131.0
Ribas do Rio Pardo,MS,2815,54,24615.0
Rio Brilhante,MS,4965,81,37514.0
Rio Negro,MS,543,9,4831.0
Rio Verde de Mato Grosso,MS,2189,70,19746.0
Rochedo,MS,421,10,5499.0
Santa Rita do Pardo,MS,613,10,7851.0
Selvíria,MS,656,16,6529.0
Sete Quedas,MS,739,21,10791.0
Sidrolândia,MS,5311,148,57665.0
Sonora,MS,2021,34,19274.0
São Gabriel do Oeste,MS,4241,86,26771.0
Tacuru,MS,733,16,11552.0
Taquarussu,MS,264,6,3588.0
Terenos,MS,1750,74,21806.0
Três Lagoas,MS,19807,505,121388.0
Vicentina,MS,941,30,6102.0
Água Clara,MS,2916,66,15522.0
Afonso Cunha,MA,267,3,6524.0
Alcântara,MA,336,19,22097.0
Aldeias Altas,MA,977,14,26532.0
Altamira do Maranhão,MA,359,14,8128.0
Alto Alegre do Maranhão,MA,1358,29,27053.0
Alto Alegre do Pindaré,MA,2253,47,31919.0
Alto Parnaíba,MA,1019,11,11190.0
Amapá do Maranhão,MA,172,6,6962.0
Amarante do Maranhão,MA,1609,53,41435.0
Anajatuba,MA,1166,27,26803.0
Anapurus,MA,831,14,15732.0
Apicum-Açu,MA,545,11,17239.0
Araguanã,MA,810,5,15426.0
Araioses,MA,684,15,46440.0
Arame,MA,1563,42,32701.0
Arari,MA,1001,34,29848.0
Axixá,MA,192,8,12130.0
Açailândia,MA,5681,240,112445.0
Bacabal,MA,5601,202,104949.0
Bacabeira,MA,398,10,17055.0
Bacuri,MA,620,4,18582.0
Bacurituba,MA,117,2,5644.0
Balsas,MA,12971,208,94887.0
Barra do Corda,MA,5830,74,88212.0
Barreirinhas,MA,2642,48,62528.0
Barão de Grajaú,MA,479,4,18820.0
Bela Vista do Maranhão,MA,225,20,11209.0
Belágua,MA,413,4,7469.0
Benedito Leite,MA,316,2,5632.0
Bequimão,MA,282,23,21280.0
Bernardo do Mearim,MA,301,6,6043.0
Boa Vista do Gurupi,MA,15,4,9287.0
Bom Jardim,MA,1475,55,41630.0
Bom Jesus das Selvas,MA,3613,38,34028.0
Bom Lugar,MA,531,7,16294.0
Brejo,MA,958,19,36397.0
Brejo de Areia,MA,316,11,9188.0
Buriti,MA,914,8,28678.0
Buriti Bravo,MA,1762,20,23884.0
Buriticupu,MA,3796,79,72358.0
Buritirana,MA,448,24,15430.0
Cachoeira Grande,MA,327,8,9431.0
Cajapió,MA,178,7,11177.0
Cajari,MA,282,9,19379.0
Campestre do Maranhão,MA,1131,44,14374.0
Cantanhede,MA,940,14,21995.0
Capinzal do Norte,MA,645,9,10934.0
Carolina,MA,1158,25,24322.0
Carutapera,MA,1092,38,23807.0
Caxias,MA,12496,321,164880.0
Cedral,MA,210,5,10675.0
Central do Maranhão,MA,44,3,8673.0
Centro Novo do Maranhão,MA,1151,12,21622.0
Centro do Guilherme,MA,509,5,13458.0
Chapadinha,MA,6189,128,79675.0
Cidelândia,MA,588,7,14697.0
Codó,MA,3467,219,122859.0
Coelho Neto,MA,1631,50,49435.0
Colinas,MA,3341,52,41178.0
Conceição do Lago-Açu,MA,272,11,16237.0
Coroatá,MA,3366,95,65296.0
Cururupu,MA,1561,28,32695.0
Cândido Mendes,MA,114,8,20178.0
Davinópolis,MA,598,29,12908.0
Dom Pedro,MA,1493,33,23350.0
Duque Bacelar,MA,832,19,11349.0
Esperantinópolis,MA,1108,28,17241.0
Estreito,MA,3505,72,41946.0
Feira Nova do Maranhão,MA,1598,10,8504.0
Fernando Falcão,MA,849,1,10360.0
Formosa da Serra Negra,MA,1383,9,19089.0
Fortaleza dos Nogueiras,MA,1325,22,12631.0
Fortuna,MA,1547,6,15552.0
Godofredo Viana,MA,172,5,11819.0
Gonçalves Dias,MA,1162,28,17934.0
Governador Archer,MA,709,7,10840.0
Governador Edison Lobão,MA,929,34,18296.0
Governador Eugênio Barros,MA,1765,11,16828.0
Governador Luiz Rocha,MA,303,1,7807.0
Governador Newton Bello,MA,801,8,10180.0
Governador Nunes Freire,MA,895,10,25577.0
Grajaú,MA,5628,125,69527.0
Graça Aranha,MA,124,3,6262.0
Guimarães,MA,368,8,12030.0
Humberto de Campos,MA,1792,9,28717.0
Icatu,MA,301,15,27113.0
Igarapé Grande,MA,1858,14,11320.0
Igarapé do Meio,MA,932,29,14177.0
Imperatriz,MA,18289,831,258682.0
Itaipava do Grajaú,MA,980,11,16057.0
Itapecuru Mirim,MA,3371,89,68203.0
Itinga do Maranhão,MA,941,30,26000.0
Jatobá,MA,92,5,10153.0
Jenipapo dos Vieiras,MA,1153,22,16515.0
Joselândia,MA,663,5,16168.0
João Lisboa,MA,710,60,23632.0
Junco do Maranhão,MA,326,2,3432.0
Lago Verde,MA,914,26,16257.0
Lago da Pedra,MA,2898,80,50266.0
Lago do Junco,MA,559,5,10840.0
Lago dos Rodrigues,MA,608,14,8873.0
Lagoa Grande do Maranhão,MA,277,10,11394.0
Lagoa do Mato,MA,2522,18,11250.0
Lajeado Novo,MA,405,13,7550.0
Lima Campos,MA,1208,13,11893.0
Loreto,MA,776,6,12157.0
Luís Domingues,MA,598,3,6951.0
Magalhães de Almeida,MA,538,8,19826.0
Maracaçumé,MA,543,8,21395.0
Marajá do Sena,MA,259,7,7792.0
Maranhãozinho,MA,739,9,16265.0
Mata Roma,MA,524,13,16829.0
Matinha,MA,390,12,23370.0
Matões,MA,1030,12,33782.0
Matões do Norte,MA,240,6,16745.0
Milagres do Maranhão,MA,239,0,8464.0
Mirador,MA,895,9,21015.0
Miranda do Norte,MA,1382,33,28381.0
Mirinzal,MA,262,17,14962.0
Montes Altos,MA,791,11,9160.0
Monção,MA,2366,44,33434.0
Morros,MA,510,18,19433.0
Nina Rodrigues,MA,957,20,14454.0
Nova Colinas,MA,431,5,5384.0
Nova Iorque,MA,144,7,4683.0
Nova Olinda do Maranhão,MA,521,13,20928.0
Olho d'Água das Cunhãs,MA,936,28,19505.0
Olinda Nova do Maranhão,MA,809,12,14701.0
Palmeirândia,MA,236,16,19722.0
Paraibano,MA,999,39,21386.0
Parnarama,MA,1764,28,34907.0
Passagem Franca,MA,1321,30,19019.0
Pastos Bons,MA,787,21,19472.0
Paulino Neves,MA,465,5,16035.0
Paulo Ramos,MA,1160,35,21040.0
Paço do Lumiar,MA,1415,228,122197.0
Pedreiras,MA,4644,81,39229.0
Pedro do Rosário,MA,113,8,25144.0
Penalva,MA,479,14,38470.0
Peri Mirim,MA,303,6,14318.0
Peritoró,MA,1235,10,23196.0
Pindaré-Mirim,MA,1818,29,32941.0
Pinheiro,MA,3223,109,83387.0
Pio XII,MA,2262,31,21485.0
Pirapemas,MA,717,13,18625.0
Porto Franco,MA,1892,62,23885.0
Porto Rico do Maranhão,MA,245,7,5975.0
Poção de Pedras,MA,2045,24,17873.0
Presidente Dutra,MA,2132,16,47804.0
Presidente Juscelino,MA,209,1,12734.0
Presidente Médici,MA,394,3,7015.0
Presidente Sarney,MA,216,13,18918.0
Presidente Vargas,MA,431,7,11193.0
Primeira Cruz,MA,82,3,15315.0
Raposa,MA,1628,49,30761.0
Riachão,MA,2159,30,20195.0
Ribamar Fiquene,MA,486,17,7791.0
Rosário,MA,616,27,42740.0
Sambaíba,MA,390,3,5671.0
Santa Filomena do Maranhão,MA,50,0,7773.0
Santa Helena,MA,2213,29,42130.0
Santa Inês,MA,9074,213,89044.0
Santa Luzia,MA,5836,107,72667.0
Santa Luzia do Paruá,MA,1303,13,25254.0
Santa Quitéria do Maranhão,MA,510,20,25642.0
Santa Rita,MA,824,31,37855.0
Santana do Maranhão,MA,212,8,13386.0
Santo Amaro do Maranhão,MA,315,7,15846.0
Santo Antônio dos Lopes,MA,1497,28,14528.0
Satubinha,MA,348,4,13914.0
Senador Alexandre Costa,MA,463,1,11141.0
Senador La Rocque,MA,305,23,14293.0
Serrano do Maranhão,MA,207,4,10253.0
Sucupira do Norte,MA,247,6,10636.0
Sucupira do Riachão,MA,220,4,5660.0
São Benedito do Rio Preto,MA,1602,17,18663.0
São Bento,MA,918,28,45211.0
São Bernardo,MA,1163,21,28507.0
São Domingos do Azeitão,MA,265,4,7392.0
São Domingos do Maranhão,MA,2980,20,34376.0
São Francisco do Brejão,MA,542,0,11798.0
São Francisco do Maranhão,MA,418,25,12210.0
São Félix de Balsas,MA,282,3,4585.0
São José de Ribamar,MA,4043,317,177687.0
São José dos Basílios,MA,582,4,7641.0
São João Batista,MA,246,17,20665.0
São João do Carú,MA,545,9,15808.0
São João do Paraíso,MA,397,18,11177.0
São João do Soter,MA,1209,6,18543.0
São João dos Patos,MA,2731,30,25929.0
São Luís,MA,46651,2567,1101884.0
São Luís Gonzaga do Maranhão,MA,1283,23,18856.0
São Mateus do Maranhão,MA,2183,52,41529.0
São Pedro da Água Branca,MA,607,5,12690.0
São Pedro dos Crentes,MA,457,2,4668.0
São Raimundo das Mangabeiras,MA,2476,33,18868.0
São Raimundo do Doca Bezerra,MA,163,3,5237.0
São Roberto,MA,724,6,6719.0
São Vicente Ferrer,MA,226,9,22247.0
Sítio Novo,MA,1745,26,18081.0
Tasso Fragoso,MA,984,9,8521.0
Timbiras,MA,576,26,29124.0
Timon,MA,6062,325,169107.0
Trizidela do Vale,MA,1713,37,21998.0
Tufilândia,MA,310,5,5840.0
Tuntum,MA,2221,21,41832.0
Turiaçu,MA,323,6,35604.0
Turilândia,MA,907,10,25619.0
Tutóia,MA,1626,50,58860.0
Urbano Santos,MA,1869,38,33122.0
Vargem Grande,MA,2155,33,56510.0
Viana,MA,330,42,52441.0
Vila Nova dos Martírios,MA,614,6,13392.0
Vitorino Freire,MA,2324,61,31523.0
Vitória do Mearim,MA,2077,38,32764.0
Zé Doca,MA,5287,70,51714.0
Água Doce do Maranhão,MA,684,10,12571.0
Abadia de Goiás,GO,1997,44,8773.0
Abadiânia,GO,590,46,20042.0
Acreúna,GO,3232,68,22366.0
Adelândia,GO,241,4,2516.0
Alexânia,GO,3911,102,27653.0
Aloândia,GO,332,11,1995.0
Alto Horizonte,GO,1260,14,6414.0
Alto Paraíso de Goiás,GO,976,9,7624.0
Alvorada do Norte,GO,913,16,8660.0
Amaralina,GO,142,2,3812.0
Americano do Brasil,GO,877,25,6111.0
Amorinópolis,GO,398,9,3126.0
Anhanguera,GO,108,7,1149.0
Anicuns,GO,3509,72,21850.0
Anápolis,GO,52852,1787,386923.0
Aparecida de Goiânia,GO,97514,1777,578179.0
Aparecida do Rio Doce,GO,270,4,2474.0
Aporé,GO,481,11,4198.0
Aragarças,GO,3259,80,20118.0
Aragoiânia,GO,1665,30,10308.0
Araguapaz,GO,757,30,7770.0
Araçu,GO,547,20,3522.0
Arenópolis,GO,432,9,2612.0
Aruanã,GO,801,19,9875.0
Aurilândia,GO,382,13,3120.0
Avelinópolis,GO,351,17,2417.0
Baliza,GO,538,11,5138.0
Barro Alto,GO,1765,24,11167.0
Bela Vista de Goiás,GO,3819,86,29975.0
Bom Jardim de Goiás,GO,1360,17,8841.0
Bom Jesus de Goiás,GO,3364,115,25216.0
Bonfinópolis,GO,531,34,9706.0
Bonópolis,GO,352,3,4405.0
Brazabrantes,GO,647,6,3703.0
Britânia,GO,720,8,5779.0
Buriti Alegre,GO,1208,36,9459.0
Buriti de Goiás,GO,326,9,2488.0
Buritinópolis,GO,250,3,3292.0
Cabeceiras,GO,562,18,7993.0
Cachoeira Alta,GO,1957,29,12484.0
Cachoeira Dourada,GO,1001,33,8067.0
Cachoeira de Goiás,GO,136,5,1351.0
Caiapônia,GO,1666,43,18913.0
Caldas Novas,GO,12989,311,91162.0
Caldazinha,GO,445,12,3804.0
Campestre de Goiás,GO,584,15,3630.0
Campinaçu,GO,250,9,3640.0
Campinorte,GO,1848,47,12626.0
Campo Alegre de Goiás,GO,377,24,7589.0
Campo Limpo de Goiás,GO,288,18,7789.0
Campos Belos,GO,2932,30,19887.0
Campos Verdes,GO,564,18,2141.0
Carmo do Rio Verde,GO,852,27,10082.0
Castelândia,GO,405,15,3435.0
Catalão,GO,12986,413,108823.0
Caturaí,GO,639,23,5070.0
Cavalcante,GO,589,6,9709.0
Caçu,GO,2280,41,16009.0
Ceres,GO,3551,116,22191.0
Cezarina,GO,1122,41,8606.0
Chapadão do Céu,GO,2449,24,10167.0
Cidade Ocidental,GO,7643,177,71376.0
Cocalzinho de Goiás,GO,2546,44,20240.0
Colinas do Sul,GO,516,6,3382.0
Corumbaíba,GO,1351,37,9723.0
Corumbá de Goiás,GO,840,32,11110.0
Cristalina,GO,4791,116,58997.0
Cristianópolis,GO,354,3,2966.0
Crixás,GO,2556,67,16949.0
Cromínia,GO,317,9,3486.0
Cumari,GO,353,12,2854.0
Córrego do Ouro,GO,383,7,2327.0
Damianópolis,GO,227,7,3311.0
Damolândia,GO,316,15,2938.0
Davinópolis,GO,164,7,2094.0
Diorama,GO,219,6,2484.0
Divinópolis de Goiás,GO,432,11,4804.0
Doverlândia,GO,854,20,7322.0
Edealina,GO,756,7,3699.0
Edéia,GO,2067,32,12372.0
Estrela do Norte,GO,313,4,3275.0
Faina,GO,757,12,6627.0
Fazenda Nova,GO,670,14,5637.0
Firminópolis,GO,1460,37,13292.0
Flores de Goiás,GO,289,7,16557.0
Formosa,GO,11609,294,121617.0
Formoso,GO,582,19,4248.0
Gameleira de Goiás,GO,624,9,3818.0
Goiandira,GO,470,15,5600.0
Goianira,GO,4775,132,44289.0
Goianápolis,GO,1813,44,11231.0
Goianésia,GO,12250,294,70084.0
Goiatuba,GO,6739,172,34095.0
Goiás,GO,2391,83,22645.0
Goiânia,GO,212948,6917,1516113.0
Gouvelândia,GO,696,13,5898.0
Guapó,GO,2388,52,14209.0
Guarani de Goiás,GO,442,0,3893.0
Guaraíta,GO,316,13,1996.0
Guarinos,GO,203,9,1794.0
Heitoraí,GO,308,10,3724.0
Hidrolina,GO,267,11,3564.0
Hidrolândia,GO,3460,98,21706.0
Iaciara,GO,1103,14,13947.0
Importados/Indefinidos,GO,0,0,
Inaciolândia,GO,1130,33,6194.0
Indiara,GO,1255,54,15611.0
Inhumas,GO,9432,259,52866.0
Ipameri,GO,2876,97,26985.0
Ipiranga de Goiás,GO,224,11,2893.0
Iporá,GO,4965,150,31531.0
Israelândia,GO,178,5,2800.0
Itaberaí,GO,5212,167,42900.0
Itaguari,GO,881,17,4676.0
Itaguaru,GO,622,17,5237.0
Itajá,GO,321,19,4539.0
Itapaci,GO,2682,61,22981.0
Itapirapuã,GO,1333,16,4997.0
Itapuranga,GO,4441,84,25768.0
Itarumã,GO,787,21,7178.0
Itauçu,GO,1646,38,8938.0
Itumbiara,GO,15631,475,104742.0
Ivolândia,GO,291,7,2370.0
Jandaia,GO,1086,27,6048.0
Jaraguá,GO,8250,198,50511.0
Jataí,GO,15987,412,100882.0
Jaupaci,GO,98,7,2879.0
Jesúpolis,GO,248,7,2490.0
Joviânia,GO,1330,25,7387.0
Jussara,GO,3069,62,18478.0
Lagoa Santa,GO,137,3,1588.0
Leopoldo de Bulhões,GO,876,15,7647.0
Luziânia,GO,37617,512,208299.0
Mairipotaba,GO,230,5,2368.0
Mambaí,GO,276,6,8882.0
Mara Rosa,GO,401,31,9503.0
Marzagão,GO,335,6,2236.0
Matrinchã,GO,502,8,4351.0
Maurilândia,GO,1229,34,14080.0
Mimoso de Goiás,GO,212,2,2597.0
Minaçu,GO,3697,71,29070.0
Mineiros,GO,14137,284,66801.0
Moiporá,GO,63,2,1529.0
Monte Alegre de Goiás,GO,319,6,8606.0
Montes Claros de Goiás,GO,1291,26,8055.0
Montividiu,GO,1406,30,13396.0
Montividiu do Norte,GO,367,6,4479.0
Morrinhos,GO,9583,163,46136.0
Morro Agudo de Goiás,GO,304,7,2248.0
Mossâmedes,GO,342,7,4290.0
Mozarlândia,GO,2771,30,15659.0
Mundo Novo,GO,663,19,4887.0
Mutunópolis,GO,398,14,3778.0
Nazário,GO,1202,26,9142.0
Nerópolis,GO,1882,77,29850.0
Niquelândia,GO,5046,104,46388.0
Nova América,GO,364,6,2352.0
Nova Aurora,GO,226,5,2210.0
Nova Crixás,GO,2370,25,12869.0
Nova Glória,GO,1078,30,8164.0
Nova Iguaçu de Goiás,GO,329,9,2929.0
Nova Roma,GO,290,1,3264.0
Nova Veneza,GO,1478,26,9853.0
Novo Brasil,GO,440,10,2913.0
Novo Gama,GO,7350,228,115711.0
Novo Planalto,GO,378,7,4495.0
Orizona,GO,651,31,15615.0
Ouro Verde de Goiás,GO,495,11,3759.0
Ouvidor,GO,849,28,6667.0
Padre Bernardo,GO,2261,62,33835.0
Palestina de Goiás,GO,309,8,3464.0
Palmeiras de Goiás,GO,6656,93,28858.0
Palmelo,GO,269,9,2381.0
Palminópolis,GO,628,15,3585.0
Panamá,GO,281,8,2615.0
Paranaiguara,GO,656,52,10057.0
Paraúna,GO,1049,33,10988.0
Perolândia,GO,313,7,3129.0
Petrolina de Goiás,GO,1633,42,10281.0
Pilar de Goiás,GO,350,10,2253.0
Piracanjuba,GO,3437,82,24524.0
Piranhas,GO,1713,63,10385.0
Pirenópolis,GO,3369,58,24908.0
Pires do Rio,GO,4168,138,31458.0
Planaltina,GO,5219,234,89918.0
Pontalina,GO,1777,52,17819.0
Porangatu,GO,3464,179,45394.0
Porteirão,GO,2000,22,3881.0
Portelândia,GO,651,13,4011.0
Posse,GO,2912,47,36900.0
Professor Jamil,GO,368,13,3223.0
Quirinópolis,GO,5515,210,50065.0
Rialma,GO,2045,59,10918.0
Rianápolis,GO,994,12,4801.0
Rio Quente,GO,692,9,4493.0
Rio Verde,GO,34631,809,235647.0
Rubiataba,GO,3273,91,19882.0
Sanclerlândia,GO,944,30,7637.0
Santa Bárbara de Goiás,GO,1085,25,6560.0
